scenario,ac,dc
0,0.010999917984008789,0.003000020980834961
1,0.011999845504760742,0.003000020980834961
2,0.011999845504760742,0.003000020980834961
3,0.012000083923339844,0.003000020980834961
4,0.016000032424926758,0.004999876022338867
5,0.01100015640258789,0.003000020980834961
6,0.06100010871887207,0.003000020980834961
7,0.011999845504760742,0.0029997825622558594
8,0.012000083923339844,0.0029997825622558594
9,0.011999845504760742,0.0019998550415039062
10,0.011999845504760742,0.003999948501586914
11,0.010999917984008789,0.004000186920166016
12,0.01900005340576172,0.003000020980834961
13,0.011999845504760742,0.0029997825622558594
14,0.01100015640258789,0.0019998550415039062
15,0.016000032424926758,0.003000020980834961
16,0.011999845504760742,0.003000020980834961
17,0.01699995994567871,0.0029997825622558594
18,0.010999917984008789,0.002000093460083008
19,0.010999917984008789,0.002000093460083008
20,0.014000177383422852,0.002000093460083008
21,0.012000083923339844,0.002000093460083008
22,0.014000177383422852,0.002000093460083008
23,0.011999845504760742,0.003000020980834961
24,0.012000083923339844,0.003000020980834961
25,0.01900005340576172,0.003000020980834961
26,0.013000011444091797,0.0019998550415039062
27,0.013000011444091797,0.0019998550415039062
28,0.012000083923339844,0.002000093460083008
29,0.01100015640258789,0.003000020980834961
30,0.013000011444091797,0.0019998550415039062
31,0.013000011444091797,0.003000020980834961
32,0.013000011444091797,0.0019998550415039062
33,0.013000011444091797,0.0019998550415039062
34,0.012000083923339844,0.002000093460083008
35,0.016000032424926758,0.0019998550415039062
36,0.012000083923339844,0.003000020980834961
37,0.012000083923339844,0.003000020980834961
38,0.013000011444091797,0.0019998550415039062
39,0.012000083923339844,0.0019998550415039062
40,0.009999990463256836,0.003000020980834961
41,0.013000011444091797,0.003000020980834961
42,0.013000011444091797,0.002000093460083008
43,0.012000083923339844,0.003000020980834961
44,0.013000011444091797,0.002000093460083008
45,0.013000011444091797,0.0019998550415039062
46,0.012000083923339844,0.0019998550415039062
47,0.013000011444091797,0.0029997825622558594
48,0.015000104904174805,0.003000020980834961
49,0.012000083923339844,0.002000093460083008
50,0.013000011444091797,0.002000093460083008
51,0.013000011444091797,0.003999948501586914
52,0.01399993896484375,0.004000186920166016
53,0.013000011444091797,0.002000093460083008
54,0.01399993896484375,0.002000093460083008
55,0.013000011444091797,0.002000093460083008
56,0.013000011444091797,0.002000093460083008
57,0.009999990463256836,0.002000093460083008
58,0.011999845504760742,0.002000093460083008
59,0.010999917984008789,0.002000093460083008
60,0.012000083923339844,0.003000020980834961
61,0.01100015640258789,0.0019998550415039062
62,0.010999917984008789,0.003000020980834961
63,0.06299996376037598,0.002000093460083008
64,0.010999917984008789,0.0019998550415039062
65,0.010999917984008789,0.003000020980834961
66,0.010999917984008789,0.003000020980834961
67,0.01100015640258789,0.002000093460083008
68,0.013000011444091797,0.002000093460083008
69,0.012000083923339844,0.003000020980834961
70,0.011999845504760742,0.002000093460083008
71,0.010999917984008789,0.002000093460083008
72,0.01399993896484375,0.0019998550415039062
73,0.011999845504760742,0.003000020980834961
74,0.012000083923339844,0.0019998550415039062
75,0.009999990463256836,0.0019998550415039062
76,0.013000011444091797,0.003000020980834961
77,0.010999917984008789,0.0019998550415039062
78,0.009999990463256836,0.003000020980834961
79,0.010999917984008789,0.003000020980834961
80,0.010999917984008789,0.003000020980834961
81,0.012000083923339844,0.0019998550415039062
82,0.012000083923339844,0.0019998550415039062
83,0.010999917984008789,0.003000020980834961
84,0.01100015640258789,0.0029997825622558594
85,0.010999917984008789,0.003000020980834961
86,0.010999917984008789,0.002000093460083008
87,0.009999990463256836,0.002000093460083008
88,0.01100015640258789,0.002000093460083008
89,0.010999917984008789,0.0019998550415039062
90,0.009999990463256836,0.002000093460083008
91,0.009999990463256836,0.0029997825622558594
92,0.012000083923339844,0.003000020980834961
93,0.01100015640258789,0.003000020980834961
94,0.009999990463256836,0.003000020980834961
95,0.010999917984008789,0.003000020980834961
96,0.013000011444091797,0.003000020980834961
97,0.013000011444091797,0.0029997825622558594
98,0.009999990463256836,0.003000020980834961
99,0.012000083923339844,0.002000093460083008
100,0.013000011444091797,0.0019998550415039062
101,0.009999990463256836,0.0029997825622558594
102,0.010999917984008789,0.0019998550415039062
103,0.012000083923339844,0.0019998550415039062
104,0.01100015640258789,0.003000020980834961
105,0.012000083923339844,0.0019998550415039062
106,0.01100015640258789,0.002000093460083008
107,0.012000083923339844,0.0019998550415039062
108,0.010999917984008789,0.0019998550415039062
109,0.010999917984008789,0.002000093460083008
110,0.009999990463256836,0.003000020980834961
111,0.01100015640258789,0.003000020980834961
112,0.01100015640258789,0.002000093460083008
113,0.010999917984008789,0.003000020980834961
114,0.01100015640258789,0.0019998550415039062
115,0.010999917984008789,0.002000093460083008
116,0.009999990463256836,0.003000020980834961
117,0.009999990463256836,0.0019998550415039062
118,0.010000228881835938,0.002000093460083008
119,0.011999845504760742,0.002000093460083008
120,0.011999845504760742,0.003000020980834961
121,0.013000011444091797,0.002000093460083008
122,0.012000083923339844,0.0019998550415039062
123,0.026000022888183594,0.003000020980834961
124,0.012000083923339844,0.002000093460083008
125,0.012000083923339844,0.003000020980834961
126,0.012000083923339844,0.002000093460083008
127,0.012000083923339844,0.003000020980834961
128,0.012000083923339844,0.0019998550415039062
129,0.01100015640258789,0.002000093460083008
130,0.013000011444091797,0.0019998550415039062
131,0.01399993896484375,0.002000093460083008
132,0.012000083923339844,0.002000093460083008
133,0.012000083923339844,0.0019998550415039062
134,0.011999845504760742,0.0019998550415039062
135,0.009000062942504883,0.003000020980834961
136,0.014000177383422852,0.0019998550415039062
137,0.012000083923339844,0.003000020980834961
138,0.010999917984008789,0.003000020980834961
139,0.013000011444091797,0.003000020980834961
140,0.009999990463256836,0.003000020980834961
141,0.013000011444091797,0.0019998550415039062
142,0.012000083923339844,0.002000093460083008
143,0.012000083923339844,0.003000020980834961
144,0.010999917984008789,0.0019998550415039062
145,0.013000011444091797,0.002000093460083008
146,0.012000083923339844,0.003000020980834961
147,0.012000083923339844,0.0019998550415039062
148,0.056999921798706055,0.003000020980834961
149,0.013000011444091797,0.003000020980834961
150,0.010999917984008789,0.002000093460083008
151,0.013000011444091797,0.002000093460083008
152,0.010999917984008789,0.0029997825622558594
153,0.010999917984008789,0.0019998550415039062
154,0.012000083923339844,0.0019998550415039062
155,0.011999845504760742,0.0019998550415039062
156,0.01100015640258789,0.0019998550415039062
157,0.010999917984008789,0.003000020980834961
158,0.012000083923339844,0.002000093460083008
159,0.01399993896484375,0.002000093460083008
160,0.012000083923339844,0.003000020980834961
161,0.012000083923339844,0.003000020980834961
162,0.009999990463256836,0.0019998550415039062
163,0.009999990463256836,0.002000093460083008
164,0.01100015640258789,0.003000020980834961
165,0.010999917984008789,0.0019998550415039062
166,0.012000083923339844,0.003000020980834961
167,0.013000011444091797,0.0019998550415039062
168,0.012000083923339844,0.003000020980834961
169,0.013000011444091797,0.002000093460083008
170,0.012000083923339844,0.003000020980834961
171,0.009999990463256836,0.0029997825622558594
172,0.010999917984008789,0.0019998550415039062
173,0.01100015640258789,0.002000093460083008
174,0.010999917984008789,0.0019998550415039062
175,0.010999917984008789,0.003000020980834961
176,0.01399993896484375,0.002000093460083008
177,0.010999917984008789,0.002000093460083008
178,0.014000177383422852,0.002000093460083008
179,0.009999990463256836,0.003000020980834961
180,0.010999917984008789,0.003000020980834961
181,0.010999917984008789,0.002000093460083008
182,0.01100015640258789,0.003000020980834961
183,0.012000083923339844,0.0029997825622558594
184,0.013000011444091797,0.0019998550415039062
185,0.01399993896484375,0.003000020980834961
186,0.009999990463256836,0.0019998550415039062
187,0.011999845504760742,0.002000093460083008
188,0.009999990463256836,0.002000093460083008
189,0.010999917984008789,0.002000093460083008
190,0.010999917984008789,0.0019998550415039062
191,0.009999990463256836,0.003000020980834961
192,0.010999917984008789,0.0019998550415039062
193,0.009999990463256836,0.003999948501586914
194,0.011999845504760742,0.003000020980834961
195,0.011999845504760742,0.0019998550415039062
196,0.012000083923339844,0.003000020980834961
197,0.012000083923339844,0.0019998550415039062
198,0.013000011444091797,0.002000093460083008
199,0.010999917984008789,0.002000093460083008
200,0.012000083923339844,0.0019998550415039062
201,0.01100015640258789,0.002000093460083008
202,0.009999990463256836,0.003000020980834961
203,0.012000083923339844,0.003000020980834961
204,0.015000104904174805,0.0029997825622558594
205,0.010999917984008789,0.002000093460083008
206,0.012000083923339844,0.002000093460083008
207,0.010999917984008789,0.002000093460083008
208,0.009999990463256836,0.0019998550415039062
209,0.012000083923339844,0.002000093460083008
210,0.01100015640258789,0.0019998550415039062
211,0.01399993896484375,0.0019998550415039062
212,0.01100015640258789,0.0019998550415039062
213,0.012000083923339844,0.003000020980834961
214,0.010999917984008789,0.003000020980834961
215,0.013000011444091797,0.002000093460083008
216,0.009999990463256836,0.003000020980834961
217,0.011999845504760742,0.003000020980834961
218,0.010999917984008789,0.002000093460083008
219,0.014999866485595703,0.002000093460083008
220,0.010999917984008789,0.002000093460083008
221,0.01100015640258789,0.002000093460083008
222,0.012000083923339844,0.0019998550415039062
223,0.009999990463256836,0.0019998550415039062
224,0.010999917984008789,0.002000093460083008
225,0.009999990463256836,0.002000093460083008
226,0.01100015640258789,0.0019998550415039062
227,0.009999990463256836,0.0019998550415039062
228,0.01100015640258789,0.002000093460083008
229,0.012000083923339844,0.0019998550415039062
230,0.012000083923339844,0.002000093460083008
