idx,bus,p_mw_mean,p_mw_std,p_mw_min,p_mw_max,q_mvar_mean,q_mvar_std,q_mvar_min,q_mvar_max,max_p_mw_first,min_p_mw_first,pct_at_pmax,pct_at_pmin,gen_label
0.0,0,18.50507895391355,2.9103981621207216,0.0,20.000000969022743,-1.349349553309506,2.876888062577758,-10.67267260919415,19.8998681656501,20.0,16.0,68.28765443836727,31.188418561127317,G0@B0
1.0,0,18.51281970980357,2.895794652564285,0.0,20.000000969288546,-1.351287548788142,2.8752767119426026,-12.989462894261173,19.899868165650105,20.0,16.0,68.36471724455431,31.067820273522923,G1@B0
2.0,0,56.54273691483774,27.839677937267968,0.0,76.00000096911016,-1.3912339749384262,2.8468798345534316,-12.989462894261166,19.899868165650105,76.0,15.2,64.12676331209937,28.021337389972828,G2@B0
3.0,0,55.91048804378693,28.10715478145478,0.0,76.00000096781127,-1.3919341177316646,2.845184734057948,-12.989462894261179,19.899868165650105,76.0,15.2,63.093421138227654,29.180281929772768,G3@B0
4.0,1,18.50891159245001,2.916455749468748,0.0,20.00000097054589,-0.8517167740700077,6.043915547938172,-7.994868893436766,75.94730206872148,20.0,16.0,68.39023804400587,30.951725656409973,G4@B1
5.0,1,18.515482745595772,2.902809787362536,0.0,20.00000096781441,-0.8513699481220511,6.045556542650465,-7.994868893436764,75.94730206872148,20.0,16.0,68.50483143762166,30.984252165514896,G5@B1
6.0,1,56.41883810711636,27.90727244555918,0.0,76.00000096902991,-0.8900123857544894,6.0352167896288185,-7.994868893436766,75.94730206872148,76.0,15.2,64.0141715498131,28.23801398139484,G6@B1
7.0,1,56.07061936520844,28.072777452427346,0.0,76.00000096918245,-0.8931757453571297,6.029859267793148,-7.994868893436764,75.94730206872148,76.0,15.2,63.49925189029059,29.01614816075101,G7@B1
8.0,6,73.11738506298725,34.29187229621277,0.0,100.00000096855592,13.2350423064988,4.241354236104339,0.0,53.84826837791411,100.0,25.0,52.93914540350385,29.03966732887303,G8@B6
9.0,6,73.0277568745226,34.25849002144616,0.0,100.0000009678192,13.243940027736302,4.2428037496021656,0.0,56.07774255299979,100.0,25.0,52.885101357606445,28.96060289135646,G9@B6
10.0,6,72.92862044798302,34.273479947682624,0.0,100.00000096811057,13.252149156380316,4.246639011121871,0.0,56.07774255299978,100.0,25.0,52.844568323183395,28.949093511211636,G10@B6
11.0,12,180.88958495076753,90.11246063686049,68.62801504327788,615.2656736725436,-31.799429020404936,35.156404160933725,-127.52274968305213,180.40369816054783,197.0,69.0,61.1032991888389,2.5555827999819853,G11@B12
12.0,12,148.27860046085888,59.397859298661544,68.99999907758733,197.000001937899,40.0,0.0,40.0,40.0,197.0,69.0,56.80679753999509,30.76507353493097,G12@B12
13.0,12,150.12785423163203,59.04321601976014,68.99999907758581,197.00000193790527,40.0,0.0,40.0,40.0,197.0,69.0,58.242467611103045,29.991943433898626,G13@B12
14.0,13,-2.2231518763368134e-20,5.790278150925504e-18,-8.619461116065251e-16,4.082318789000135e-16,41.87380222915794,27.9149910759394,-22.002238098064872,218.2307729908552,0.0,0.0,100.0,100.0,G14@B13
15.0,14,8.995542321519222,4.474675937507204,0.0,12.000000966970925,16.909121172180207,3.9901883112216616,-0.3544926489894988,32.97605430062872,12.0,2.4,68.46179636403669,30.177594739712866,G15@B14
16.0,14,8.979343823961928,4.48172568269414,0.0,12.000000969305159,16.90602184409923,3.995482116128827,-0.3544926489894988,32.97605430062872,12.0,2.4,68.20408633035925,30.35223707321467,G16@B14
17.0,14,8.945507564111178,4.494191596290418,0.0,12.000000966244441,16.900613190562197,4.002726670805248,-0.3544926489895001,32.97605430062872,12.0,2.4,67.928361614716,30.68300665042009,G17@B14
18.0,14,9.03714567851612,4.4579141344300295,0.0,12.000000967900089,16.902511702762872,4.001426256018029,-0.3544926489894988,32.97605430062871,12.0,2.4,68.80107287439263,29.780771328632838,G18@B14
19.0,14,8.934806666910461,4.498777108048229,0.0,12.000000969305159,16.904548243217835,3.9945366506869906,-0.3544926489894988,32.97605430062872,12.0,2.4,67.78274293549242,30.842636748950397,G19@B14
20.0,14,116.6852240091266,48.22142807964552,0.0,155.00000151644474,16.876025116642474,3.952463831069957,-0.354492648989499,32.97605430062872,155.0,54.29999999999999,58.040302846820154,31.10334922962214,G20@B14
21.0,15,116.80359069750382,48.128092154485024,0.0,155.0000015188565,58.19614123411576,20.69213551353454,-24.03836803180184,190.41457445996187,155.0,54.29999999999999,58.094847300549944,30.940216276265154,G21@B15
22.0,17,271.4678110378013,140.76076135212986,0.0,400.00000396683316,55.28076928266815,12.863016185830562,0.0,147.2117153492083,400.0,100.0,48.40645125777508,30.016963825517795,G22@B17
23.0,20,273.3686871560932,140.4443135093102,0.0,400.0000039666717,-9.301350882186325,14.405388734290838,-55.68048142983284,108.09422952199623,400.0,100.0,48.83730240145719,29.641657951230254,G23@B20
24.0,21,36.0634253908072,18.89437553712988,0.0,50.000000965591,-5.094984800977644,1.8154110339827834,-10.45262436740765,4.398139508442116,50.0,10.0,62.87174046848182,31.918513588574687,G24@B21
25.0,21,36.45536524652963,18.763816670046296,0.0,50.00000096570702,-5.093503821832212,1.8156009459616942,-10.45262436733884,4.398139508442114,50.0,10.0,63.69391053708773,30.826123290481743,G25@B21
26.0,21,36.097689557636116,18.84771561215169,0.0,50.00000096772792,-5.095233630755771,1.8146203656722404,-10.452624367407651,4.398139508442119,50.0,10.0,62.69960017414192,31.63578316327807,G26@B21
27.0,21,35.88845211101368,18.94396226168133,0.0,50.000000964541925,-5.095039625430578,1.8152287383402719,-10.452624367407651,4.398139508442114,50.0,10.0,62.36382651861266,32.31934026231379,G27@B21
28.0,21,36.31302412767213,18.805240387426206,0.0,50.00000096772792,-5.095782062837602,1.8145430411667314,-10.452624367407651,4.398139508442118,50.0,10.0,63.4236903076007,31.18691733763017,G28@B21
29.0,21,35.855979430407174,18.91858997110012,0.0,50.00000096613862,-5.093867504300529,1.8160673258219169,-10.452624367407648,4.398139508442118,50.0,10.0,62.13463973138108,32.03460820568764,G29@B21
30.0,22,115.19209938554904,48.540599874633386,0.0,155.00000151874127,9.57080822986549,5.965525299558544,-13.182564586599918,53.60050703269673,155.0,54.29999999999999,56.5866180937464,32.26079254592493,G30@B22
31.0,22,115.02067269946029,48.69863071216217,0.0,155.00000151744155,9.577729618478743,5.970955118008845,-13.182564586599918,53.60050703269673,155.0,54.29999999999999,56.65067029629147,32.990387165539914,G31@B22
32.0,22,261.2875370421613,103.05258402641073,0.0,350.0000034682421,9.468617878921775,5.7402919707782285,-13.182564586599918,53.60050703269673,350.0,140.0,52.68944189514454,35.23621751727658,G32@B22
