idx,bus,p_mw_mean,p_mw_std,p_mw_min,p_mw_max,q_mvar_mean,q_mvar_std,q_mvar_min,q_mvar_max,max_p_mw_first,min_p_mw_first,pct_at_pmax,pct_at_pmin,gen_label
0.0,0,17.758543077845825,2.4033194381607252,0.0,20.000000776242764,0.7999829237489905,1.0794789173923969,-9.985423234905178e-07,9.999245761558893,20.0,16.0,3.793672894472687,2.3941974549104685,G0@B0
1.0,0,17.76838208284112,2.3688171046481887,0.0,20.000000776242764,0.7999739043977749,1.0793553269998903,-9.98542323005168e-07,9.999245761558893,20.0,16.0,3.8007965547388527,2.348217465919762,G1@B0
2.0,0,43.86512989690074,17.99225108410671,0.0,76.00000048544278,-1.6644050567243815,1.0933762811369419,-2.5000009985426015,7.499245761558701,76.0,15.2,3.241913026584205,2.2575526988958328,G2@B0
3.0,0,43.83685362830569,18.006783012953296,0.0,76.00000048544283,-1.6643415051690789,1.0934219048975833,-2.5000009985426086,7.499245761558729,76.0,15.2,3.2296085224881006,2.30094226597157,G3@B0
4.0,1,17.695511073778018,2.406684948784415,0.0,20.00000078352122,0.700321153563169,1.0237803948073378,-9.75297786279315e-07,9.99994235219712,20.0,16.0,3.2049995142958907,2.8986821228507593,G4@B1
5.0,1,17.697191675531855,2.3986152415983315,0.0,20.00000078352122,0.7005333086803178,1.023824385535587,-9.752977973300457e-07,9.99994235219712,20.0,16.0,3.2004662759446947,2.888968040669624,G5@B1
6.0,1,41.53791386924959,18.299486120244236,0.0,75.99999447169174,-1.761403350261503,1.0431626999421981,-2.5000009752978527,7.499942352196941,76.0,15.2,2.8151410160929964,2.8565877667325066,G6@B1
7.0,1,41.59307493786545,18.274910145038216,0.0,75.99999447169174,-1.763398593570038,1.0419463784099903,-2.500000975297853,7.499942352196928,76.0,15.2,2.8125505941780267,2.764627788751093,G7@B1
8.0,6,78.6102013498573,15.36919209972236,0.0,99.99992381400581,11.407900636976057,3.312388259621929,0.0,32.65293454307178,100.0,25.0,2.2238772140012304,1.6805362173363987,G8@B6
9.0,6,78.65030391075022,15.314165599169643,0.0,99.99992381400581,11.410474252457396,3.302015419294191,0.0,32.65293454307148,100.0,25.0,2.298351844056601,1.6507463653142505,G9@B6
10.0,6,78.6782266489936,15.244010992431976,0.0,99.99991421469522,11.415996422921777,3.294473590699011,0.0,32.652934543071574,100.0,25.0,2.265323964640741,1.6151280639834213,G10@B6
11.0,12,175.8479945297051,24.040668937529286,69.00036612615874,197.00000196998238,25.225648634802006,4.028538391053328,10.278161215476207,48.23500048110119,197.0,69.0,24.523524269015315,0.05051322734190331,G11@B12
12.0,12,175.8478264923247,24.041001251087252,69.00036612705087,197.00000196998238,25.225648634802024,4.028538391053388,10.278161215475967,48.235000481101196,197.0,69.0,24.523524269015315,0.05051322734190331,G12@B12
13.0,12,175.84800863847158,24.04068002900023,69.00036612615874,197.00000196998238,25.225648634802024,4.028538391053385,10.278161215475917,48.235000481101196,197.0,69.0,24.523524269015315,0.05051322734190331,G13@B12
14.0,13,0.0,0.0,0.0,0.0,74.03053459832178,8.471747561777343,0.0,75.00000000151182,0.0,0.0,100.0,100.0,G14@B13
15.0,14,9.306051683105228,2.3472264013309365,0.0,11.999999679319158,3.941718133057771,1.7449076697650323,0.0,6.000000992630464,12.0,2.4,26.144480782307415,1.6203089078133601,G15@B14
16.0,14,9.302005616275348,2.3523470929789907,0.0,11.999999679319158,3.9419703891271127,1.746093862772853,0.0,6.000000992630464,12.0,2.4,26.111452902891557,1.6500987598355081,G16@B14
17.0,14,9.298337365189413,2.356169734373092,0.0,11.999999679319151,3.9407541263260546,1.746206474396892,0.0,6.000000992630464,12.0,2.4,26.093967554965513,1.6727649515914904,G17@B14
18.0,14,9.298162961251691,2.3592740666527203,0.0,11.999999679319158,3.9403848275235136,1.7465280118292026,0.0,6.000000992630464,12.0,2.4,26.105624453582877,1.688307483081307,G18@B14
19.0,14,9.305018770094637,2.347684072776497,0.0,11.999999679319158,3.941963950772717,1.7452873679165986,0.0,6.000000992630464,12.0,2.4,26.11404332480653,1.623546935207072,G19@B14
20.0,14,143.49363727374154,19.7777902865378,0.0,155.000001358695,15.877485694927712,2.171405441640812,0.0,18.000000992630294,155.0,54.29999999999999,26.08619628922061,0.7667648868309426,G20@B14
21.0,15,140.08434350331945,23.450308249510925,0.0,155.00000154999972,11.31145501781756,3.545962402855577,-2.976281257969147,23.534731282394183,155.0,54.29999999999999,25.78959297995661,1.396237412168507,G21@B15
22.0,17,295.92805273383874,75.70976693344065,0.0,400.00000303322423,51.06566067728449,5.730484116025285,0.0,67.19777444874643,400.0,100.0,4.972962471262507,1.0847391768934365,G22@B17
23.0,20,228.8227930370618,59.843489192448786,0.0,399.9999901302976,46.294440755645375,5.009395531082759,0.0,61.19589517824675,400.0,100.0,0.6683288540621054,0.9642845578473594,G23@B20
24.0,21,18.76864678784162,8.16046936408796,0.0,49.98757201623813,-7.531907907131871,1.3863139734707877,-9.99999883122326,0.3121303308476233,50.0,10.0,0.021370980798497554,23.838357672505907,G24@B21
25.0,21,18.772674218368977,8.160757973868908,0.0,49.98757201623813,-7.53236508877835,1.3852898797530868,-9.99992059586878,0.3121303308476233,50.0,10.0,0.019428164362270506,23.796263316387655,G25@B21
26.0,21,18.771380825905577,8.154929395774001,0.0,49.98757201623813,-7.533414118986142,1.3838347953543042,-9.999998831223277,0.3121303308476233,50.0,10.0,0.021370980798497554,23.80792021500502,G26@B21
27.0,21,18.769730024878672,8.159883843166211,0.0,49.98757201623813,-7.531439527722824,1.3880185131955274,-9.999998831223335,0.31213033084783476,50.0,10.0,0.020075769841012857,23.808567820483763,G27@B21
28.0,21,18.773854833573544,8.157568368437373,0.0,49.98757201623813,-7.534424800769173,1.38083561487903,-9.99999883122326,0.3121303308476233,50.0,10.0,0.020075769841012857,23.79950134378137,G28@B21
29.0,21,18.76634078251457,8.158377306780128,0.0,49.98757201623813,-7.5314445574850755,1.3874322102797103,-9.999998831223259,0.3121303308476233,50.0,10.0,0.020723375319755204,23.8474241492083,G29@B21
30.0,22,109.10977480507157,23.462734752834685,0.0,155.0000009061455,-8.32294123018169,2.8868152528969504,-19.24565388003626,7.899834883947015,155.0,54.29999999999999,2.3236084577275524,1.714211702231001,G30@B22
31.0,22,109.12372305202632,23.442371919114187,0.0,155.0000009061458,-8.324484932836093,2.8862108683168874,-18.31083207872888,7.899834883947015,155.0,54.29999999999999,2.3242560632062945,1.705145225528608,G31@B22
32.0,22,256.28297426909097,59.53397288934615,0.0,349.9996771366103,38.192086758695496,5.354703933308931,0.0,55.12099289530962,350.0,140.0,1.1028721302982223,1.588576239354985,G32@B22
