scenario,ac,dc
0,0.08599996566772461,0.003000020980834961
1,0.46899986267089844,0.003000020980834961
2,0.06800007820129395,0.002000093460083008
3,0.12100005149841309,0.003000020980834961
4,0.0709998607635498,0.0019998550415039062
5,0.3839998245239258,0.0019998550415039062
6,0.09599995613098145,0.0019998550415039062
7,0.07699990272521973,0.0019998550415039062
8,0.0989999771118164,0.0009999275207519531
9,0.08899998664855957,0.003000020980834961
10,0.3970000743865967,0.003000020980834961
11,0.07500004768371582,0.0029997825622558594
12,0.10800004005432129,0.0019998550415039062
13,0.10699987411499023,0.003999948501586914
14,0.09299993515014648,0.002000093460083008
15,0.06599998474121094,0.002000093460083008
16,0.11599993705749512,0.0019998550415039062
17,0.16700005531311035,0.003000020980834961
18,0.10599994659423828,0.002000093460083008
19,0.3970000743865967,0.002000093460083008
20,0.21700000762939453,0.0019998550415039062
21,0.3730001449584961,0.0019998550415039062
22,0.21900010108947754,0.003000020980834961
23,0.18499994277954102,0.003000020980834961
24,0.12600016593933105,0.003000020980834961
25,0.16500020027160645,0.0019998550415039062
26,0.11100006103515625,0.002000093460083008
27,0.11800003051757812,0.003000020980834961
28,0.09200000762939453,0.003000020980834961
29,0.17199993133544922,0.002000093460083008
30,0.08899998664855957,0.003000020980834961
31,0.3840000629425049,0.0019998550415039062
32,0.08899998664855957,0.002000093460083008
33,0.08800005912780762,0.0029997825622558594
34,0.43899989128112793,0.003000020980834961
35,0.08599996566772461,0.003000020980834961
36,0.0820000171661377,0.002000093460083008
37,0.10599994659423828,0.003000020980834961
38,0.09500002861022949,0.0009999275207519531
39,0.3359999656677246,0.002000093460083008
40,0.3080000877380371,0.002000093460083008
41,0.2969999313354492,0.002000093460083008
42,0.26999998092651367,0.0019998550415039062
43,0.08599996566772461,0.002000093460083008
44,0.06999993324279785,0.002000093460083008
45,0.0710000991821289,0.0019998550415039062
46,0.13300013542175293,0.0019998550415039062
47,0.2569999694824219,0.002000093460083008
48,0.08599996566772461,0.003000020980834961
49,0.13199996948242188,0.002000093460083008
50,0.12400007247924805,0.003000020980834961
51,0.25999999046325684,0.003000020980834961
52,0.10199999809265137,0.003000020980834961
53,0.09100008010864258,0.003000020980834961
54,0.32399988174438477,0.002000093460083008
55,0.11400008201599121,0.002000093460083008
56,0.34200000762939453,0.0019998550415039062
57,0.2869999408721924,0.002000093460083008
58,0.08899998664855957,0.0009999275207519531
59,0.3469998836517334,0.003000020980834961
60,0.06200003623962402,0.0010001659393310547
61,0.2590000629425049,0.0019998550415039062
62,0.3379998207092285,0.002000093460083008
63,0.12599992752075195,0.0019998550415039062
64,0.06199979782104492,0.002000093460083008
65,0.08899998664855957,0.002000093460083008
66,0.11500000953674316,0.003000020980834961
67,0.2890000343322754,0.003000020980834961
68,0.1979999542236328,0.0019998550415039062
69,0.07600021362304688,0.0019998550415039062
70,0.07599997520446777,0.002000093460083008
71,0.3380000591278076,0.0019998550415039062
72,0.1790001392364502,0.002000093460083008
73,0.07499980926513672,0.002000093460083008
74,0.16900014877319336,0.0019998550415039062
75,0.3619999885559082,0.003000020980834961
76,0.16700005531311035,0.002000093460083008
77,0.04800009727478027,0.003000020980834961
78,0.31999993324279785,0.002000093460083008
79,0.7160000801086426,0.002000093460083008
80,0.39300012588500977,0.003000020980834961
81,0.0969998836517334,0.002000093460083008
82,0.7890000343322754,0.002000093460083008
83,0.7339999675750732,0.002000093460083008
84,0.054000139236450195,0.003000020980834961
85,0.5820000171661377,0.0019998550415039062
86,0.8059999942779541,0.002000093460083008
87,0.6850001811981201,0.002000093460083008
88,0.27900004386901855,0.002000093460083008
89,0.6230001449584961,0.002000093460083008
90,0.09399986267089844,0.0029997825622558594
91,0.04400014877319336,0.0019998550415039062
92,0.05099987983703613,0.002000093460083008
93,0.5430002212524414,0.003000020980834961
94,0.11500000953674316,0.002000093460083008
95,0.15799999237060547,0.0019998550415039062
96,0.06200003623962402,0.002000093460083008
97,0.13699984550476074,0.0019998550415039062
98,0.5820000171661377,0.0029997825622558594
99,0.6909999847412109,0.002000093460083008
100,0.13699984550476074,0.002000093460083008
101,0.5910000801086426,0.0019998550415039062
102,0.12100005149841309,0.003000020980834961
103,0.33099985122680664,0.003000020980834961
104,0.556999921798706,0.002000093460083008
105,0.31999993324279785,0.002000093460083008
106,0.880000114440918,0.003000020980834961
107,0.4289999008178711,0.002000093460083008
108,0.08800005912780762,0.003000020980834961
109,0.28100013732910156,0.0019998550415039062
110,0.8009998798370361,0.003000020980834961
111,0.11500000953674316,0.002000093460083008
112,0.11400008201599121,0.003000020980834961
113,0.13699984550476074,0.003000020980834961
114,0.32899999618530273,0.0019998550415039062
115,0.2890000343322754,0.0009999275207519531
116,0.05499982833862305,0.0009999275207519531
117,1.067000150680542,0.002000093460083008
118,0.13199996948242188,0.003000020980834961
119,0.2929999828338623,0.0019998550415039062
120,0.09500002861022949,0.002000093460083008
121,0.12899994850158691,0.003000020980834961
122,0.14400005340576172,0.003999948501586914
123,0.562999963760376,0.0019998550415039062
124,0.630000114440918,0.002000093460083008
125,0.7649998664855957,0.003000020980834961
126,1.1110000610351562,0.002000093460083008
127,0.817000150680542,0.003000020980834961
128,0.17300009727478027,0.003000020980834961
129,0.09800004959106445,0.002000093460083008
130,0.5390000343322754,0.003000020980834961
131,0.3470001220703125,0.002000093460083008
132,0.6360001564025879,0.002000093460083008
133,0.09299993515014648,0.002000093460083008
134,0.49699997901916504,0.0019998550415039062
135,0.03600001335144043,0.003000020980834961
136,0.11299991607666016,0.002000093460083008
137,0.46000003814697266,0.002000093460083008
138,0.33700013160705566,0.0009999275207519531
139,0.4509999752044678,0.003000020980834961
140,0.31099987030029297,0.0019998550415039062
141,0.3859999179840088,0.003000020980834961
142,0.127000093460083,0.003000020980834961
143,0.5510001182556152,0.0019998550415039062
144,0.25300002098083496,0.003000020980834961
145,0.31799983978271484,0.002000093460083008
146,1.312999963760376,0.003000020980834961
147,0.40600013732910156,0.0019998550415039062
148,0.10299992561340332,0.002000093460083008
149,0.8610000610351562,0.002000093460083008
150,0.6210000514984131,0.003000020980834961
151,0.14699983596801758,0.003000020980834961
152,0.10800004005432129,0.002000093460083008
153,0.5520000457763672,0.002000093460083008
154,0.10500001907348633,0.003000020980834961
155,0.3359999656677246,0.002000093460083008
156,0.0989999771118164,0.002000093460083008
157,0.10500001907348633,0.002000093460083008
158,0.5390000343322754,0.002000093460083008
159,0.08699989318847656,0.002000093460083008
160,0.10700011253356934,0.003000020980834961
161,0.1830000877380371,0.002000093460083008
162,0.5060000419616699,0.0019998550415039062
163,0.6840000152587891,0.002000093460083008
164,0.440000057220459,0.003000020980834961
165,0.11500000953674316,0.003000020980834961
166,0.046000003814697266,0.002000093460083008
167,0.7120001316070557,0.003000020980834961
168,0.06199979782104492,0.002000093460083008
169,0.45399999618530273,0.0019998550415039062
170,0.08799982070922852,0.003000020980834961
171,0.0709998607635498,0.003000020980834961
172,0.7390000820159912,0.003000020980834961
173,0.4220001697540283,0.003000020980834961
174,0.812000036239624,0.003000020980834961
