bus,Vm_mean,Vm_std,Vm_min,Vm_max,Va_mean,Va_std,Va_min,Va_max,Pd_mean,Pd_std,Pd_min,Pd_max,Qd_mean,Qd_std,Qd_min,Qd_max,Pg_mean,Pg_std,Pg_min,Pg_max,Qg_mean,Qg_std,Qg_min,Qg_max
0,1.0020959887313718,0.0005391974624597136,0.9975003771192207,1.0025000004992712,-4.547675977925304,35.500479193557524,-179.91112616701156,179.96477255006494,91.75573358876431,5.831815447355316,76.71694014968661,111.84276865475735,18.694742682091476,1.18954973512017,15.671645644967873,22.62278878888393,123.22890868589337,34.619516875895265,46.4010915986908,191.99970729215318,-1.7287897337466949,4.2971649728905925,-5.000003994169857,34.996983046235215
1,1.0021464399907767,0.0005115461698187361,0.9975000288239014,1.002500000487649,-4.59921027827078,35.50240594305549,-179.99610815092933,179.94686358581316,82.44188324952415,5.229069529084502,68.5283422385931,99.46762243536898,16.99532090976154,1.0791180683686252,14.245440984542398,20.67883597454672,118.52369155642491,35.482207638768365,46.40112676757236,191.9995875482511,-2.123947481588054,4.077930057880583,-5.00000390119129,34.99976940878811
2,0.9814153901183141,0.005659105627862316,0.9505512839773789,0.9970296822290088,-4.0336722502285705,35.45163725602796,-179.99014973351177,179.89768026579293,152.95639857848772,9.694997789509259,127.9788323759557,187.3660378988571,31.447296947307994,1.9979842044219158,26.21368140674554,37.849748237484455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.9812704936558546,0.005825535455441101,0.9499999922622577,0.9956825838047574,-5.707155330684956,35.48789249630691,-179.97429216665736,179.9308913226518,62.87854263841746,3.9964416617574754,52.55028059543556,76.0641530940152,12.748394903684268,0.8056850148338808,10.717582571834132,15.47536213944685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.9986745372513148,0.00498827832169284,0.9612436631296701,1.0153747866274812,-5.915253650738718,35.49212363149007,-179.95265436087107,179.98665545688527,60.3260275645819,3.8236646499746842,50.34331653821144,72.87649621773268,11.895187715692927,0.7576310753615411,9.902299441862553,14.381818115562089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1.0019140746361201,0.006512111873559828,0.9725509976126496,1.0266772124342132,-7.312247987117243,35.51374495906947,-179.99798726541545,179.99741102135113,115.58388136633803,7.316713825564804,96.42849847405942,139.8359080332593,23.79333699505704,1.5124177849112839,19.94384929116574,28.860809769020875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1.009142142477876,0.001565584863604449,0.9986735327284646,1.0140449644685248,-0.3130484942598876,35.551207059666154,-179.99572127876297,179.9663638186829,106.23563706953968,6.770289389102755,88.35154975425137,129.24099739899,21.243396494521075,1.3528563092122254,17.76013097484147,25.912153680621874,235.9387319096011,34.610017096866756,50.65214088823518,299.98474739530525,34.23437131235523,7.91193340606541,5.730213188852881,97.95880362921483
7,0.983523293185838,0.005242935047930602,0.9500011779907251,1.0009655081513669,-4.40813924254278,35.50253867941453,-179.98454621773215,179.8846622401387,145.30031189733043,9.210413763696877,121.15210723141854,177.48915869986902,29.736809050418113,1.8886281015613884,24.7301908670408,35.99734228019563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.994319688961459,0.006253105373547389,0.9579427752078683,1.0151711892047877,-3.0517390175497185,35.44415236133016,-179.97714333650467,179.9814135742929,148.70627037206637,9.430443535256225,123.79732612080919,179.46660707300393,30.5946683241649,1.940870751893849,25.481150946238373,37.036149732295485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1.019298179882852,0.005880017244704493,0.9902780285711988,1.04515432990877,-4.509773538375628,35.46742682982848,-179.93898277145294,179.94784406552935,165.66744609532253,10.507913951534956,138.80707275252695,200.8322305097219,33.98838009067356,2.166704819667502,28.301073991892125,41.27579338474445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
